" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 15,6""HD (1366х768), 4GB, 1TB, AMD Radeon HD, noDVD, WiFi+BT, DOS [2R9B5EA#ABC] ",24525 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5715.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 8GB DDR4, 256GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",24925 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5872_4358.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 1TB, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25025 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2226.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25025 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4467.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305 ( 1.8Ghz), 15.6"" FULL HD IPS (1920 x 1080), 4GB, 1TB, Intel® UHD Graphics, WiFi, BT 5.0, Cam, LAN, DOS, Platinum Grey [82HL005TRK] ",25025 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7660.jpg
" Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25325 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3957.jpg
" Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25325 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8110.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305, 8GB DDR4, 256GB SSD NVMe, 15.6"" FHD IPS, Intel UHD Graphics, LAN, WiFi, BT 5.0, DOS, Eng-Rus, серый [82HL005TRK] ",25325 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5888_2613.jpg
" Ноутбук Gateway GWTN156 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 128GB SSD+500GB SSD, Intel® UHD Graphics 605, 15.6"" LED FULL HD(1920x1080), WiFi, BT, Cam, Win10 S, серый, бесшумный [GWTN156-11BK] ",25425 Сом,https://enter.kg/images/stories/virtuemart/product/2_7876_3720.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 128GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25526 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7949.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 500GB, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25526 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1204.jpg
" Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",25526 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5931.jpg
" Ноутбук HP 240 G8UMA Pentium Silver N5030 (1.1-3.1GHz),4GB,1TB, 14"" HD, WiFi, Bluetooth, DOS, Black [32M66EA] ",25526 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3978.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 12GB DDR4, 256GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",25526 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3270.jpg
" HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,1TB,15.6"" HD,RU, BLACK ",25926 Сом,https://enter.kg/images/stories/virtuemart/product/2_7987.jpg
" HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,SSD 240GB,15.6"" HD,RU, BLACK ",25926 Сом,https://enter.kg/images/stories/virtuemart/product/2_7489.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 1TB, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26026 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2370.jpg
" Ноутбук HP 240 G8UMA Pentium Silver N5030 (1.1-3.1GHz), 8GB DDR4, 240GB SSD, Intel UHD Graphics 605, 14""HD , WiFi, Bluetooth, LAN, DOS, бесшумный, серый ",26026 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1639.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",26126 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8285_6555.jpg
" Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 256GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26126 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3386.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305, 12GB DDR4, 256GB SSD NVMe, 15.6"" FHD IPS, Intel UHD Graphics, LAN, WiFi, BT 5.0, DOS, Eng-Rus, серый [82HL005TRK] ",26226 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7049_8007.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 500GB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",26326 Сом,https://enter.kg/images/stories/virtuemart/product/777777_4720.jpeg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26326 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7102.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 16GB DDR4, 256GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",26326 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5773_7533.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 8GB DDR4, 512GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",26326 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8221.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 1TB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",26527 Сом,https://enter.kg/images/stories/virtuemart/product/777777_5183.jpeg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 128GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26527 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5678.jpg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 500GB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26527 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7440.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 256GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26527 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8621.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 256GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",26627 Сом,https://enter.kg/images/stories/virtuemart/product/777777_7134.jpeg
" Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD M.2, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, серый [GWNC31514-BK] ",26627 Сом,https://enter.kg/images/stories/virtuemart/product/2_7041.jpg
" Ноутбук HP 15s-eq1129ur 22V36EA#ACB AMD Athlon 3020e (1.20GHz-2.60GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics 3, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Grey ",26627 Сом,https://enter.kg/images/stories/virtuemart/product/1473317_v04_b_1127.jpg
" HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,8GB,SSD 240GB,15.6"" HD,RU, BLACK ",26727 Сом,https://enter.kg/images/stories/virtuemart/product/2_6478.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 1TB + 256GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",26727 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5493.jpg
" Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD M.2, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, ярко голубой [GWNC31514-BK] ",26727 Сом,https://enter.kg/images/stories/virtuemart/product/1691494758_11564900_3094.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",26827 Сом,https://enter.kg/images/stories/virtuemart/product/1_3421_5321.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305, 8GB DDR4, 512GB SSD NVMe, 15.6"" FHD IPS, Intel UHD Graphics, LAN, WiFi, BT 5.0, DOS, Eng-Rus, серый [82HL005TRK] ",26827 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5194_6770.jpg
" HP 240 G8 32M66EA N5030 1.1-3.1GHz,4GB,1TB,14"" HD,Black ",26927 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3638.jpg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 1TB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1334.jpg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6982.jpg
" Ноутбук Dell 5470 Intel Celeron N4100 (1.10-2.40GHz), 8GB DDR4, 128GB SSD, UHD Graphics 600, 14""FHD (1920x1080) Touch LED, WiFi ac, BT 5.0, WC, CR, Win 10 Pro, Backlit Русская клавиатура, Black ",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3815.jpg
" Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Gray ",27027 Сом,https://enter.kg/images/stories/virtuemart/product/1_1655.jfif
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 12GB DDR4, 512GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1750_7032.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 128GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27127 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2738_5029.jpg
" Ноутбук HP 15s-eq1129ur 22V36EA#ACB AMD Athlon 3020e (1.20GHz-2.60GHz), 8GB DDR4, 256GB SSD, AMD Radeon Graphics 3, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Grey ",27127 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3217.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 500GB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27327 Сом,https://enter.kg/images/stories/virtuemart/product/777777_5361.jpeg
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27327 Сом,https://enter.kg/images/stories/virtuemart/product/2_2621.jpg
" HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,SSD 480GB,15.6"" HD,RU, BLACK ",27327 Сом,https://enter.kg/images/stories/virtuemart/product/2_8078.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 8GB DDR4, 1TB HDD + 256GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",27327 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3675.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 1TB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/777777_3092.jpeg
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2_2663.jpg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 128GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8162.jpg
" Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 500GB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4553.jpg
" Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6519.jpg
" Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 8GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Gray ",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2_3718.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 256GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27628 Сом,https://enter.kg/images/stories/virtuemart/product/777777_2667.jpeg
" Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27628 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3370.jpg
" Ноутбук Acer Aspire 3 A315-35 15.6"" FHD IPS, Intel Celeron N4500 (1.1GHz-2.8GHz), 4GB DDR4, 1TB HDD, Intel UHD Graphics, WiFi ac, BT, Cam, DOS [NX.A6LER.00J] ",27628 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5154.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305, 12GB DDR4, 512GB SSD NVMe, 15.6"" FHD IPS, Intel UHD Graphics, LAN, WiFi, BT 5.0, DOS, Eng-Rus, серый [82HL005TRK] ",27628 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6001.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 1TB + 256GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27728 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6979.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 512GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27728 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5292.jpg
" Ноутбук HP 255 G8 UMA AMD Athlon Silver 3050U (up to 3.2GHz), 16GB DDR4, 512GB SSD NVMe, 15.6"", HD, AMD Radeon HD, LAN, WiFi, BT, DOS, Eng-Rus, серый [2R9B5EA#ABC] ",27728 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8450.jpg
" Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27828 Сом,https://enter.kg/images/stories/virtuemart/product/1_7712_6844.jpg
" Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1676_3034.jpg
" Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7956.jpg
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 1TB + 512GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура ",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1179.jpg
" Ноутбук Lenovo IdeaPad L3 15ITL6 Intel Celeron 6305, 8GB DDR4, 1TB HDD + 256GB SSD NVMe, 15.6"" FHD IPS, Intel UHD Graphics, LAN, WiFi, BT 5.0, DOS, Eng-Rus, серый [82HL005TRK] ",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7021.jpg
" Lenovo V14 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,14""HD,RUS,DOS HDMI, IRON GRAY ",27928 Сом,https://enter.kg/images/stories/virtuemart/product/ww-lenovo-laptop-v14-amd-hero_3169.webp
" Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus ",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2520.jpg
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus ",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2_4786.jpg
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus ",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2_6583.jpg
